iter,noise,n_samples,model,r2
3,0.1,1510,CPF,0.9811387885071874
3,0.1,1510,RF,0.6732884753758297
3,0.1,1510,LR,0.9981831835548389
3,0.1,2010,CPF,0.9844456350218187
3,0.1,2010,RF,0.6836846228220972
3,0.1,2010,LR,0.9982093145417286
3,0.1,2510,CPF,0.9893806994678613
3,0.1,2510,RF,0.693523978313788
3,0.1,2510,LR,0.9982179110728719
3,0.1,3010,CPF,0.9923484413262813
3,0.1,3010,RF,0.7104785417018771
3,0.1,3010,LR,0.9982156058296217
3,0.1,3510,CPF,0.9945417774929222
3,0.1,3510,RF,0.7147275960664004
3,0.1,3510,LR,0.9982194861662067
3,0.1,4010,CPF,0.9956250682012211
3,0.1,4010,RF,0.7245228151617638
3,0.1,4010,LR,0.9982190125023386
3,0.1,4510,CPF,0.9958783904407201
3,0.1,4510,RF,0.7229821254179255
3,0.1,4510,LR,0.9982175382338992
3,0.1,5010,CPF,0.9962822266688522
3,0.1,5010,RF,0.7294943587948273
3,0.1,5010,LR,0.9982169870903571
3,0.1,5510,CPF,0.9970731464385624
3,0.1,5510,RF,0.7349010378941853
3,0.1,5510,LR,0.9982172233856114
3,0.1,6010,CPF,0.9967204019190912
3,0.1,6010,RF,0.7398250201052592
3,0.1,6010,LR,0.9982178246204667
3,0.1,6510,CPF,0.9967520484477289
3,0.1,6510,RF,0.7417582483065559
3,0.1,6510,LR,0.9982185519977302
3,0.1,7010,CPF,0.9964527356945593
3,0.1,7010,RF,0.749003288714488
3,0.1,7010,LR,0.9982186395643706
3,0.1,7510,CPF,0.9969042765749946
3,0.1,7510,RF,0.7526728120292545
3,0.1,7510,LR,0.9982185428005244
3,0.1,8010,CPF,0.9970404497716084
3,0.1,8010,RF,0.7518758046280503
3,0.1,8010,LR,0.9982193054644168
3,1.0,10,CPF,-0.08244045296910163
3,1.0,10,RF,-0.1236159442570639
3,1.0,10,LR,0.18089973979365614
3,1.0,510,CPF,0.7437715368629743
3,1.0,510,RF,0.49814126064717745
3,1.0,510,LR,0.8413239663666163
3,1.0,1010,CPF,0.799777883105059
3,1.0,1010,RF,0.5575676236687446
3,1.0,1010,LR,0.8460284149945648
3,1.0,1510,CPF,0.8182639038535069
3,1.0,1510,RF,0.5821757908656715
3,1.0,1510,LR,0.8460905568244145
3,1.0,2010,CPF,0.8291787978427644
3,1.0,2010,RF,0.5896336168511463
3,1.0,2010,LR,0.8483042122834008
3,1.0,2510,CPF,0.8317455974279802
3,1.0,2510,RF,0.5973604612576602
3,1.0,2510,LR,0.8490324571895039
3,1.0,3010,CPF,0.8348236122717512
3,1.0,3010,RF,0.6082082125868744
3,1.0,3010,LR,0.8488371712507532
3,1.0,3510,CPF,0.8386465703819682
3,1.0,3510,RF,0.6131196862676562
3,1.0,3510,LR,0.8491658893470319
3,1.0,4010,CPF,0.8397248906102115
3,1.0,4010,RF,0.6125322927824371
3,1.0,4010,LR,0.8491257634760956
3,1.0,4510,CPF,0.8395452199106707
3,1.0,4510,RF,0.6161549568785223
3,1.0,4510,LR,0.8490008725796045
3,1.0,5010,CPF,0.8394999352536567
3,1.0,5010,RF,0.6225153523809113
3,1.0,5010,LR,0.8489541831102849
3,1.0,5510,CPF,0.84019112548817
3,1.0,5510,RF,0.6279094732577901
3,1.0,5510,LR,0.8489742005815611
3,1.0,6010,CPF,0.8394764767078149
3,1.0,6010,RF,0.6251130927634366
3,1.0,6010,LR,0.8490251334768736
3,1.0,6510,CPF,0.8408232740284854
3,1.0,6510,RF,0.6351049600711582
3,1.0,6510,LR,0.8490867523761877
3,1.0,7010,CPF,0.8398040542583323
3,1.0,7010,RF,0.6373691677680879
3,1.0,7010,LR,0.8490941704799299
3,1.0,7510,CPF,0.840858267337824
3,1.0,7510,RF,0.6395194148241418
3,1.0,7510,LR,0.8490859732458369
3,1.0,8010,CPF,0.8421106224300461
3,1.0,8010,RF,0.6403123569713631
3,1.0,8010,LR,0.8491505814099342
3,10.0,10,CPF,-0.30801133978199746
3,10.0,10,RF,-0.40659459709101875
3,10.0,10,LR,-0.8433929652442123
3,10.0,510,CPF,-0.013366808227645022
3,10.0,510,RF,-0.016300148462551123
3,10.0,510,LR,0.005365297501076838
3,10.0,1010,CPF,0.003314463568101167
3,10.0,1010,RF,0.00650674872563628
3,10.0,1010,LR,0.034854362448920595
3,10.0,1510,CPF,0.01981016019273607
3,10.0,1510,RF,0.006851560325114359
3,10.0,1510,LR,0.03524388832141656
3,10.0,2010,CPF,0.025616126561892827
3,10.0,2010,RF,0.011063548916779076
3,10.0,2010,LR,0.04911982464568232
3,10.0,2510,CPF,0.031046820176149903
3,10.0,2510,RF,0.013331076424814792
3,10.0,2510,LR,0.053684708446608775
3,10.0,3010,CPF,0.02970464099002723
3,10.0,3010,RF,0.025372014302797896
3,10.0,3010,LR,0.05246059055593677
3,10.0,3510,CPF,0.030869534656293274
3,10.0,3510,RF,0.016798253697010157
3,10.0,3510,LR,0.054521106050377965
3,10.0,4010,CPF,0.028229835133524284
3,10.0,4010,RF,0.013361709067739258
3,10.0,4010,LR,0.05426958360689815
3,10.0,4510,CPF,0.02716203127426975
3,10.0,4510,RF,0.017546831437913912
3,10.0,4510,LR,0.05348672549763056
3,10.0,5010,CPF,0.025641266853612343
3,10.0,5010,RF,0.009579316595202836
3,10.0,5010,LR,0.05319406021376205
3,10.0,5510,CPF,0.024295904539587854
3,10.0,5510,RF,0.02253786304851324
3,10.0,5510,LR,0.05331953645066845
3,10.0,6010,CPF,0.025088162796249036
3,10.0,6010,RF,0.014919733386077438
3,10.0,6010,LR,0.05363880095467988
3,10.0,6510,CPF,0.02309067241678109
3,10.0,6510,RF,0.014209606158174792
3,10.0,6510,LR,0.05402504892284665
3,10.0,7010,CPF,0.023847902383124397
3,10.0,7010,RF,0.02776050767347471
3,10.0,7010,LR,0.054071548089984156
3,10.0,7510,CPF,0.023647521973152785
3,10.0,7510,RF,0.031024005764876184
3,10.0,7510,LR,0.05402016507197771
3,10.0,8010,CPF,0.023669996592973308
3,10.0,8010,RF,0.021693592445618526
3,10.0,8010,LR,0.05442515075635912
